duration_days,radiation,shielding,exercise,dna_damage,mitochondrial_stress,immune_dysfunction,inflammation,senescence
406,high,high,low,63.7,86.8,60.2,59.4,50.5
579,high,low,high,100.0,80.5,47.7,44.7,77.1
313,medium,low,low,57.6,66.3,47.5,46.3,42.5
473,low,medium,high,51.8,48.1,28.1,23.4,43.9
392,low,high,low,32.0,64.3,47.2,43.5,31.1
477,high,high,medium,72.2,84.5,55.3,53.6,57.3
339,low,low,medium,45.7,48.6,33.4,30.3,36.0
183,low,low,medium,27.0,31.8,22.2,21.0,21.1
523,high,medium,medium,87.8,89.5,58.7,56.4,66.7
54,high,medium,high,31.5,23.8,9.9,13.2,21.7
527,medium,low,medium,83.2,79.4,52.9,49.1,63.1
105,medium,high,high,12.6,18.8,7.6,8.8,12.6
266,low,medium,medium,26.9,40.7,28.2,26.0,24.0
85,medium,high,low,10.2,41.7,31.1,32.6,10.7
665,low,high,medium,64.8,83.8,56.9,49.9,57.3
574,high,high,medium,83.9,95.0,62.3,59.4,66.6
533,medium,high,low,64.0,90.1,63.4,59.5,53.7
584,low,high,low,55.1,85.1,61.0,55.0,49.6
378,high,low,high,80.4,58.8,33.2,32.7,57.8
453,medium,high,low,54.4,81.4,57.6,54.7,46.0
588,medium,medium,high,80.6,71.0,42.3,37.8,63.9
414,high,high,high,64.7,62.7,35.8,34.8,51.2
639,medium,medium,medium,86.7,91.5,61.0,55.8,68.8
698,low,low,low,88.8,97.4,69.3,61.9,70.5
350,medium,low,high,62.0,45.3,25.2,23.5,46.1
119,high,medium,low,39.3,55.9,39.6,42.1,27.9
315,high,low,low,72.8,77.0,53.7,53.9,51.7
320,medium,medium,medium,48.4,57.1,38.0,36.7,38.2
623,medium,medium,low,84.8,99.8,69.9,64.9,67.3
559,medium,high,high,67.1,67.9,40.2,36.0,56.2
231,low,high,low,12.7,46.9,35.6,33.9,15.7
597,medium,medium,high,81.6,72.0,43.0,38.3,64.8
729,medium,medium,low,97.5,100.0,77.5,71.2,77.5
437,medium,medium,high,62.4,54.7,31.5,28.7,49.5
561,medium,high,high,67.3,68.1,40.4,36.2,56.4
34,low,low,medium,9.1,15.7,11.4,12.0,6.8
257,low,high,high,15.8,24.8,12.5,10.4,18.2
346,high,low,medium,76.5,70.4,45.9,45.8,54.7
247,low,low,medium,34.6,38.7,26.8,24.8,27.2
281,medium,high,medium,33.7,52.8,35.2,34.4,29.5
620,high,medium,medium,99.4,100.0,65.6,62.2,76.0
120,high,high,medium,29.4,46.0,29.6,32.2,23.0
177,medium,medium,high,31.2,26.6,12.7,13.1,24.5
88,high,medium,low,35.6,52.5,37.3,40.3,24.9
594,high,high,medium,86.3,97.2,63.8,60.6,68.5
366,medium,medium,medium,53.9,62.0,41.4,39.5,42.6
416,high,low,low,84.9,87.9,61.0,60.0,61.4
460,low,medium,high,50.2,46.7,27.1,22.6,42.7
449,low,medium,low,48.9,70.5,51.3,46.9,41.6
97,medium,low,low,31.6,43.0,32.0,33.3,21.8
708,high,high,high,100.0,94.5,57.0,52.5,79.5
395,low,high,high,32.4,39.7,22.4,18.7,31.4
415,medium,high,low,49.8,77.3,54.9,52.4,42.3
538,medium,medium,low,74.6,90.6,63.7,59.8,59.1
165,medium,low,high,39.8,25.3,11.9,12.4,28.3
338,high,low,high,75.6,54.5,30.3,30.3,53.9
34,low,medium,high,0.0,0.7,0.0,0.0,1.8
32,low,low,low,8.8,25.5,21.3,21.9,6.6
343,medium,medium,low,51.2,69.5,49.7,48.1,40.4
348,high,low,medium,76.8,70.6,46.1,45.9,54.9
37,low,high,low,0.0,26.0,21.7,22.2,0.0
230,low,high,low,12.6,46.8,35.6,33.8,15.6
592,medium,medium,high,81.0,71.4,42.6,38.0,64.3
370,medium,medium,high,54.4,47.5,26.6,24.7,43.0
213,low,low,high,30.6,20.0,9.3,7.8,23.9
322,medium,medium,medium,48.6,57.3,38.2,36.8,38.4
30,high,medium,low,28.6,46.2,33.2,36.8,19.4
38,low,high,medium,0.0,16.1,11.7,12.3,0.0
218,low,high,high,11.2,20.5,9.7,8.1,14.4
489,high,medium,high,83.7,70.8,41.2,39.3,63.4
608,high,low,medium,100.0,98.7,64.8,61.5,79.9
123,medium,low,medium,34.8,35.8,23.9,24.9,24.3
133,high,medium,low,41.0,57.4,40.6,43.0,29.3
66,low,low,low,12.9,29.1,23.8,24.0,9.8
434,medium,low,high,72.1,54.4,31.2,28.5,54.2
660,medium,high,medium,79.2,93.8,62.5,57.1,65.9
68,low,medium,low,3.2,29.3,23.9,24.1,5.0
323,medium,high,medium,38.8,57.4,38.3,36.9,33.5
165,high,low,medium,54.8,50.8,32.9,34.9,37.3
402,high,low,low,83.2,86.4,59.9,59.1,60.1
440,high,low,high,87.8,65.5,37.7,36.4,63.7
252,high,high,low,45.2,70.2,49.1,50.1,35.7
322,low,high,low,23.6,56.8,42.2,39.3,24.4
641,medium,low,medium,96.9,91.7,61.2,56.0,74.0
119,high,high,low,29.3,55.9,39.6,42.1,22.9
385,high,high,high,61.2,59.6,33.7,33.1,48.5
504,medium,high,low,60.5,86.9,61.3,57.7,50.9
443,low,medium,medium,48.2,59.8,40.9,36.6,41.0
552,high,high,low,81.2,100.0,70.7,68.1,64.5
42,high,medium,medium,30.0,37.5,24.0,27.5,20.5
115,low,high,low,0.0,34.4,27.3,26.9,4.5
436,medium,medium,high,62.3,54.6,31.4,28.7,49.4
622,medium,low,low,94.6,99.7,69.8,64.8,72.2
543,high,high,low,80.2,100.0,70.1,67.6,63.6
117,low,high,medium,0.0,24.6,17.4,17.0,4.7
195,medium,high,low,23.4,53.6,39.0,39.2,21.2
465,high,medium,high,80.8,68.2,39.5,37.9,61.1
243,low,medium,low,24.2,48.2,36.5,34.6,21.8
572,medium,medium,medium,78.6,84.3,56.2,51.8,62.4
274,high,low,high,67.9,47.6,25.7,26.4,47.8
307,medium,low,high,56.8,40.7,22.1,20.9,42.0
283,high,medium,high,59.0,48.6,26.4,27.0,43.7
262,medium,high,high,31.4,35.8,18.9,18.2,27.7
208,high,high,low,40.0,65.5,46.0,47.5,31.5
84,low,medium,medium,5.1,21.1,15.0,15.0,6.6
237,low,low,low,33.4,47.6,36.1,34.2,26.3
533,medium,low,high,84.0,65.1,38.4,34.5,63.7
281,low,medium,medium,28.7,42.3,29.2,26.9,25.5
69,medium,low,high,28.3,15.0,5.0,6.6,19.1
530,medium,low,medium,83.6,79.7,53.2,49.3,63.4
330,medium,medium,high,49.6,43.1,23.8,22.3,39.2
273,high,low,high,67.8,47.5,25.7,26.4,47.7
88,high,high,high,25.6,27.5,12.3,15.3,19.9
619,medium,high,low,74.3,99.4,69.6,64.6,61.9
496,high,medium,low,84.5,96.6,66.7,64.8,64.1
649,medium,low,low,97.9,100.0,71.7,66.4,74.8
547,medium,medium,low,75.6,91.6,64.4,60.3,60.0
573,low,medium,medium,63.8,73.9,50.3,44.4,53.5
335,medium,high,high,40.2,43.7,24.1,22.6,34.7
163,medium,medium,medium,29.6,40.1,26.7,27.3,23.1
581,high,medium,high,94.7,80.7,47.8,44.9,72.3
103,medium,low,high,32.4,18.6,7.4,8.7,22.4
237,medium,medium,medium,38.4,48.1,32.1,31.7,30.3
298,high,high,medium,50.8,65.2,42.5,42.9,40.1
75,low,high,high,0.0,5.1,0.0,0.0,0.7
77,high,high,low,24.2,51.3,36.5,39.6,18.9
576,low,medium,low,64.1,84.2,60.5,54.6,53.8
398,medium,low,medium,67.8,65.5,43.7,41.4,50.7
536,high,high,medium,79.3,90.9,59.6,57.2,63.0
365,high,high,medium,58.8,72.4,47.3,46.9,46.5
559,low,medium,low,62.1,82.4,59.2,53.5,52.2
290,medium,low,high,54.8,38.8,20.9,19.9,40.3
392,high,high,medium,62.0,75.3,49.2,48.5,49.1
649,high,high,medium,92.9,100.0,67.7,63.9,73.8
611,medium,high,low,73.3,98.5,69.0,64.2,61.2
178,medium,high,low,21.4,51.7,37.8,38.2,19.6
173,high,high,high,35.8,36.7,18.5,20.4,28.1
605,high,high,medium,87.6,98.3,64.6,61.3,69.6
123,low,low,medium,19.8,25.3,17.9,17.4,15.3
337,medium,medium,high,50.4,43.9,24.3,22.7,39.9
84,medium,medium,low,20.1,41.6,31.0,32.5,15.6
380,low,high,medium,30.6,53.0,36.4,32.8,30.0
607,low,high,medium,57.8,77.6,52.7,46.4,51.8
462,low,medium,low,50.4,71.9,52.3,47.7,42.9
447,low,high,high,38.6,45.3,26.2,21.8,36.4
428,high,high,low,66.4,89.2,61.8,60.7,52.6
91,low,high,low,0.0,31.8,25.6,25.5,2.2
80,high,medium,medium,34.6,41.6,26.8,29.8,24.2
603,medium,high,high,72.4,72.6,43.4,38.7,60.4
106,low,high,high,0.0,8.4,1.6,1.4,3.7
603,medium,medium,medium,82.4,87.6,58.4,53.7,65.4
198,low,low,high,28.8,18.4,8.3,6.9,22.5
235,medium,medium,low,38.2,57.9,41.9,41.6,30.1
646,low,low,low,82.5,91.8,65.5,58.8,65.5
426,low,medium,medium,46.1,58.0,39.7,35.6,39.4
677,medium,high,high,81.2,80.6,48.7,43.1,67.5
728,high,low,medium,100.0,100.0,73.4,68.7,91.4
659,medium,medium,high,89.1,78.7,47.4,42.0,70.8
555,high,medium,high,91.6,77.9,46.0,43.3,69.8
87,high,high,medium,25.4,42.4,27.3,30.2,19.9
644,high,low,medium,100.0,100.0,67.4,63.6,83.3
256,low,low,high,35.7,24.6,12.4,10.4,28.1
64,high,medium,high,32.7,24.9,10.6,13.8,22.6
370,low,medium,low,39.4,62.0,45.6,42.2,34.0
280,low,high,medium,18.6,42.2,29.2,26.8,20.4
322,high,high,high,53.6,52.8,29.2,29.3,42.4
590,medium,medium,high,80.8,71.2,42.5,37.9,64.1
555,low,medium,medium,61.6,71.9,49.0,43.3,51.8
165,low,medium,high,14.8,14.8,5.9,4.9,14.3
218,medium,high,high,26.2,31.0,15.7,15.6,23.4
607,medium,high,high,72.8,73.1,43.7,38.9,60.8
142,high,medium,high,42.0,33.3,16.2,18.5,30.1
520,high,low,high,97.4,74.2,43.4,41.2,71.4
366,high,low,low,78.9,82.5,57.4,57.0,56.6
247,low,high,medium,14.6,38.7,26.8,24.8,17.2
286,low,low,low,39.3,52.9,39.6,37.2,31.0
310,high,low,low,72.2,76.5,53.3,53.6,51.3
125,medium,low,medium,35.0,36.0,24.0,25.0,24.5
248,high,medium,medium,54.8,59.8,38.9,39.9,40.3
706,low,medium,low,79.7,98.2,69.8,62.4,66.3
507,low,medium,medium,55.8,66.8,45.5,40.4,47.2
99,low,medium,high,6.9,7.7,1.1,0.9,8.0
242,medium,low,high,49.0,33.6,17.4,17.0,35.7
148,medium,high,high,17.8,23.5,10.7,11.4,16.7
508,high,medium,high,86.0,72.9,42.6,40.5,65.3
168,low,high,high,5.2,15.1,6.1,5.1,9.6
723,medium,high,medium,86.8,100.0,67.1,60.9,71.9
312,high,low,low,72.4,76.7,53.5,53.7,51.5
447,high,low,high,88.6,66.3,38.2,36.8,64.4
527,high,low,medium,98.2,89.9,58.9,56.6,72.1
76,low,high,high,0.0,5.2,0.0,0.0,0.8
314,low,high,medium,22.7,45.9,31.6,28.8,23.6
622,medium,low,low,94.6,99.7,69.8,64.8,72.2
377,medium,medium,medium,55.2,63.2,42.1,40.1,43.7
155,low,low,medium,23.6,28.7,20.2,19.3,18.4
203,medium,high,high,24.4,29.4,14.6,14.7,22.0
269,high,high,high,47.3,47.1,25.4,26.1,37.3
238,high,medium,medium,53.6,58.7,38.1,39.3,39.3
135,medium,high,medium,16.2,37.1,24.7,25.6,15.5
672,medium,high,medium,80.6,95.1,63.4,57.8,67.0
419,low,medium,low,45.3,67.3,49.2,45.1,38.7
299,low,medium,high,30.9,29.3,15.5,12.9,27.2
553,high,low,high,100.0,77.7,45.8,43.2,74.6
588,high,high,medium,85.6,96.5,63.3,60.3,67.9
593,low,low,medium,76.2,76.0,51.7,45.6,60.4
575,medium,high,high,69.0,69.6,41.4,37.0,57.7
423,medium,low,medium,70.8,68.2,45.5,42.9,53.1
634,high,medium,high,100.0,86.5,51.6,48.0,77.4
68,low,medium,medium,3.2,19.3,13.9,14.1,5.0
281,high,medium,high,58.7,48.3,26.2,26.9,43.5
90,low,medium,high,5.8,6.7,0.5,0.4,7.1
283,high,medium,medium,59.0,63.6,41.4,42.0,43.7
236,low,high,low,13.3,47.5,36.0,34.2,16.2
156,low,high,low,3.7,38.8,30.2,29.4,8.5
379,medium,medium,high,55.5,48.4,27.3,25.2,43.9
447,low,low,medium,58.6,60.3,41.2,36.8,46.4
196,medium,medium,low,33.5,53.7,39.1,39.3,26.3
79,high,low,high,44.5,26.5,11.7,14.7,29.1
610,high,medium,medium,98.2,98.9,64.9,61.6,75.1
400,high,low,medium,83.0,76.2,49.8,49.0,59.9
201,medium,high,medium,24.1,44.2,29.5,29.6,21.8
681,medium,high,low,81.7,100.0,74.0,68.4,67.9
129,low,low,medium,20.5,25.9,18.3,17.7,15.9
660,medium,high,medium,79.2,93.8,62.5,57.1,65.9
341,medium,high,low,40.9,69.3,49.6,48.0,35.2
533,low,medium,low,59.0,79.6,57.4,52.0,49.7
70,medium,high,high,8.4,15.1,5.0,6.7,9.2
664,medium,medium,medium,89.7,94.2,62.8,57.3,71.2
225,low,high,low,12.0,46.3,35.2,33.5,15.1
494,high,low,medium,94.3,86.4,56.6,54.6,68.9
137,low,medium,low,11.4,36.8,28.9,28.2,11.7
525,medium,low,low,83.0,89.2,62.8,59.0,62.9
431,medium,high,low,51.7,79.0,56.0,53.4,43.9
146,high,high,high,32.5,33.8,16.5,18.8,25.5
589,high,high,medium,85.7,96.6,63.4,60.3,68.0
454,medium,low,low,74.5,81.5,57.7,54.7,56.1
643,medium,medium,medium,87.2,91.9,61.3,56.1,69.2
342,medium,low,high,61.0,44.4,24.6,23.0,45.3
123,medium,medium,medium,24.8,35.8,23.9,24.9,19.3
72,medium,high,high,8.6,15.3,5.2,6.8,9.4
723,low,low,medium,91.8,90.1,61.1,53.4,72.9
319,low,low,low,43.3,56.5,42.0,39.1,34.1
283,medium,high,low,34.0,63.1,45.4,44.5,29.7
277,medium,medium,low,43.2,62.4,44.9,44.1,34.1
358,low,high,medium,28.0,50.7,34.8,31.5,27.9
656,high,high,medium,93.7,100.0,68.2,64.4,74.5
645,medium,low,medium,97.4,92.2,61.4,56.2,74.4
223,medium,high,high,26.8,31.6,16.1,15.9,23.9
350,low,low,low,47.0,59.8,44.2,41.0,37.1
441,low,high,high,37.9,44.6,25.8,21.5,35.8
56,high,high,high,21.7,24.0,10.0,13.4,16.9
159,medium,low,medium,39.1,39.7,26.4,27.0,27.8
322,low,medium,medium,33.6,46.8,32.2,29.3,29.4
698,medium,low,low,100.0,100.0,75.3,69.4,79.5
78,low,medium,high,4.4,5.4,0.0,0.0,6.0
538,low,low,low,69.6,80.1,57.7,52.3,55.1
184,high,low,high,57.1,37.9,19.2,21.0,39.2
521,high,low,high,97.5,74.3,43.5,41.3,71.5
299,medium,low,medium,55.9,54.8,36.5,35.4,41.2
528,low,high,medium,48.4,69.0,47.0,41.7,44.2
461,medium,high,high,55.3,57.3,33.2,30.2,46.8
311,low,medium,medium,32.3,45.6,31.4,28.7,28.4
92,medium,low,high,31.0,17.4,6.6,8.0,21.3
207,low,medium,high,19.8,19.4,8.9,7.4,18.4
427,low,high,low,36.2,68.1,49.7,45.6,34.5
120,low,low,low,19.4,35.0,27.6,27.2,15.0
96,low,low,low,16.5,32.4,25.9,25.8,12.7
516,medium,low,high,81.9,63.2,37.2,33.5,62.0
281,low,low,medium,38.7,42.3,29.2,26.9,30.5
323,high,low,medium,73.8,67.9,44.3,44.4,52.5
122,medium,low,high,34.6,20.7,8.8,9.8,24.2
120,low,medium,low,9.4,35.0,27.6,27.2,10.0
452,medium,low,low,74.2,81.3,57.5,54.6,55.9
475,high,high,low,72.0,94.3,65.2,63.5,57.1
583,low,low,low,75.0,85.0,61.0,55.0,59.5
207,medium,medium,medium,34.8,44.9,29.9,29.9,27.4
384,low,medium,low,41.1,63.5,46.6,43.0,35.4
410,high,high,high,64.2,62.3,35.5,34.6,50.9
63,low,high,high,0.0,3.8,0.0,0.0,0.0
332,high,high,high,54.8,53.9,29.9,29.9,43.4
676,high,low,low,100.0,100.0,79.7,75.6,86.4
568,medium,high,medium,68.2,83.8,55.9,51.6,57.0
262,low,medium,low,26.4,50.3,37.9,35.7,23.7
398,high,medium,high,72.8,61.0,34.7,33.9,54.7
361,low,high,low,28.3,61.0,45.0,41.7,28.2
688,high,medium,medium,100.0,100.0,70.5,66.3,82.5
116,high,low,high,48.9,30.5,14.4,17.0,32.6
111,medium,medium,medium,23.3,34.5,23.0,24.2,18.2
39,high,low,high,39.7,22.2,8.8,12.3,25.2
203,low,medium,high,19.4,18.9,8.6,7.2,18.0
545,low,medium,high,60.4,55.9,33.2,27.7,50.8
88,high,medium,medium,35.6,42.5,27.3,30.3,24.9
467,medium,medium,medium,66.0,72.9,48.6,45.5,52.3
387,low,low,high,51.4,38.8,21.9,18.2,40.7
266,low,low,medium,36.9,40.7,28.2,26.0,29.0
575,high,medium,low,94.0,100.0,72.4,69.5,71.7
529,high,medium,low,88.5,100.0,69.1,66.7,67.3
193,high,low,high,58.2,38.8,19.9,21.6,40.0
366,medium,high,high,43.9,47.0,26.4,24.5,37.6
670,low,low,low,85.4,94.4,67.2,60.2,67.8
676,low,low,low,86.1,95.0,67.7,60.6,68.4
648,low,high,low,62.8,92.0,65.7,58.9,55.7
110,high,high,high,28.2,29.9,13.9,16.6,22.1
318,medium,low,high,58.2,41.8,22.9,21.6,43.0
598,high,medium,medium,96.8,97.6,64.1,60.9,73.9
183,medium,high,high,22.0,27.3,13.2,13.5,20.1
526,low,high,medium,48.1,68.8,46.9,41.6,44.0
150,low,low,low,23.0,38.2,29.8,29.0,17.9
665,high,low,high,100.0,89.8,53.9,49.9,85.3
187,medium,medium,medium,32.4,42.7,28.5,28.7,25.5
662,low,medium,low,74.4,93.5,66.7,59.7,62.1
213,low,medium,medium,20.6,35.0,24.3,22.8,18.9
135,high,high,high,31.2,32.6,15.7,18.1,24.5
412,medium,medium,low,59.4,77.0,54.7,52.2,47.1
97,low,high,medium,0.0,22.5,16.0,15.8,2.8
49,high,high,medium,20.9,38.3,24.5,27.9,16.2
498,medium,medium,medium,69.8,76.3,50.9,47.4,55.3
426,low,medium,high,46.1,43.0,24.7,20.6,39.4
135,low,high,high,1.2,11.6,3.7,3.1,6.5
181,low,low,medium,26.7,31.5,22.0,20.9,20.9
455,medium,low,high,74.6,56.6,32.8,29.8,56.2
302,low,low,low,41.2,54.6,40.7,38.1,32.5
322,medium,medium,high,48.6,42.3,23.2,21.8,38.4
522,high,low,low,97.6,99.4,68.6,66.3,71.6
75,medium,medium,medium,19.0,30.6,20.4,22.0,14.7
395,low,low,medium,52.4,54.7,37.4,33.7,41.4
543,medium,low,medium,85.2,81.1,54.1,50.1,64.6
690,high,high,high,97.8,92.5,55.7,51.4,77.7
715,low,low,high,90.8,74.2,45.5,37.9,72.1
59,high,high,high,22.1,24.4,10.2,13.5,17.2
696,low,low,high,88.5,72.2,44.1,36.8,70.3
453,medium,low,medium,74.4,71.4,47.6,44.7,56.0
439,low,low,low,57.7,69.4,50.6,46.3,45.6
339,medium,low,high,60.7,44.1,24.4,22.8,45.0
689,low,medium,high,77.7,71.4,43.6,36.3,64.6
189,medium,medium,medium,32.7,42.9,28.6,28.8,25.6
276,high,medium,high,58.1,47.8,25.9,26.6,43.0
585,high,low,low,100.0,100.0,73.1,70.1,77.7
428,medium,medium,medium,61.4,68.7,45.8,43.2,48.6
557,low,low,low,71.8,82.2,59.1,53.4,57.0
658,low,low,medium,84.0,83.1,56.4,49.5,66.7
622,high,low,high,100.0,85.2,50.8,47.3,81.2
172,low,medium,high,15.6,15.6,6.4,5.3,15.0
139,high,medium,medium,41.7,48.0,31.0,33.3,29.8
488,high,high,low,73.6,95.7,66.1,64.3,58.3
276,high,low,medium,68.1,62.8,40.9,41.6,48.0
81,high,high,medium,24.7,41.7,26.8,29.9,19.3
705,medium,medium,high,94.6,83.6,50.8,44.8,75.2
350,high,high,medium,57.0,70.8,46.2,46.0,45.1
557,medium,high,low,66.8,92.7,65.1,60.9,56.0
590,low,high,low,55.8,85.7,61.5,55.4,50.1
137,medium,medium,high,26.4,22.3,9.9,10.7,20.7
590,high,low,high,100.0,81.7,48.5,45.4,78.1
227,low,high,medium,12.2,36.5,25.3,23.6,15.3
623,high,high,medium,89.8,100.0,65.9,62.4,71.3
580,medium,medium,medium,79.6,85.1,56.8,52.3,63.2
524,high,low,high,97.9,74.6,43.7,41.4,71.8
556,medium,medium,medium,76.7,82.5,55.0,50.9,60.9
53,low,low,low,11.4,27.7,22.8,23.2,8.6
145,high,medium,medium,42.4,48.7,31.4,33.7,30.4
45,high,medium,medium,30.4,37.9,24.2,27.7,20.8
213,low,low,high,30.6,20.0,9.3,7.8,23.9
399,low,low,medium,52.9,55.1,37.7,33.9,41.8
601,low,low,high,77.1,61.9,37.3,31.1,61.2
674,high,low,high,100.0,90.8,54.5,50.4,86.2
90,high,low,high,45.8,27.7,12.5,15.4,30.1
101,high,low,low,47.1,53.9,38.3,41.1,31.2
388,medium,medium,high,56.6,49.4,27.9,25.8,44.7
370,medium,medium,medium,54.4,62.5,41.6,39.7,43.0
529,low,high,low,48.5,79.1,57.1,51.7,44.3
606,medium,medium,low,82.7,97.9,68.6,63.9,65.7
660,medium,medium,high,89.2,78.8,47.5,42.1,70.9
258,low,high,medium,16.0,39.9,27.6,25.5,18.3
438,high,medium,low,77.6,90.3,62.5,61.3,58.5
88,low,low,low,15.6,31.5,25.3,25.3,11.9
404,medium,high,low,48.5,76.1,54.1,51.7,41.3
473,low,low,medium,61.8,63.1,43.1,38.4,48.9
208,low,medium,high,20.0,19.5,9.0,7.5,18.5
658,medium,low,low,99.0,100.0,72.4,67.0,75.7
423,high,low,low,85.8,88.7,61.5,60.4,62.1
256,low,low,medium,35.7,39.6,27.4,25.4,28.1
111,medium,high,low,13.3,44.5,33.0,34.2,13.2
257,high,low,low,65.8,70.8,49.5,50.4,46.2
140,low,medium,low,11.8,37.1,29.1,28.4,11.9
704,medium,low,medium,100.0,98.5,65.7,59.7,80.1
393,medium,low,medium,67.2,64.9,43.3,41.1,50.2
189,high,low,high,57.7,38.4,19.6,21.3,39.6
262,high,medium,low,56.4,71.3,49.9,50.7,41.7
687,medium,low,medium,100.0,96.7,64.5,58.7,78.5
151,low,high,low,3.1,38.3,29.9,29.1,8.0
472,high,high,low,71.6,94.0,65.0,63.3,56.8
109,high,low,low,48.1,54.8,38.8,41.5,32.0
709,high,high,low,100.0,100.0,82.0,77.5,79.6
179,high,low,medium,56.5,52.3,33.9,35.7,38.7
472,high,medium,low,81.6,94.0,65.0,63.3,61.8
324,high,medium,medium,63.9,68.0,44.3,44.4,47.6
467,high,medium,low,81.0,93.4,64.6,63.0,61.3
213,medium,high,low,25.6,55.5,40.3,40.3,22.9
455,high,high,medium,69.6,82.1,53.8,52.3,55.2
51,high,high,low,21.1,48.5,34.7,38.1,16.4
378,medium,high,high,45.4,48.3,27.2,25.2,38.8
125,high,medium,low,40.0,56.5,40.0,42.5,28.5
391,low,medium,medium,41.9,54.2,37.2,33.5,36.0
185,low,medium,high,17.2,17.0,7.3,6.1,16.3
302,low,high,low,21.2,54.6,40.7,38.1,22.5
358,high,high,low,58.0,81.7,56.8,56.5,45.9
327,high,low,high,74.2,53.3,29.5,29.6,52.9
703,high,medium,medium,100.0,100.0,71.6,67.2,84.0
650,low,high,medium,63.0,82.2,55.8,49.0,55.9
341,low,high,high,25.9,33.8,18.6,15.5,26.2
545,low,low,medium,70.4,70.9,48.2,42.7,55.8
51,low,low,high,11.1,2.5,0.0,0.0,8.4
465,medium,high,medium,55.8,72.7,48.5,45.4,47.1
322,high,low,low,73.6,77.8,54.2,54.3,52.4
575,low,low,high,74.0,59.1,35.4,29.5,58.7
414,low,medium,medium,44.7,56.7,38.8,34.8,38.2
476,low,medium,low,52.1,73.4,53.3,48.6,44.2
425,low,low,low,56.0,67.9,49.6,45.5,44.3
428,high,high,high,66.4,64.2,36.8,35.7,52.6
234,low,low,low,33.1,47.3,35.8,34.0,26.0
295,high,low,high,70.4,49.9,27.2,27.7,49.8
302,low,medium,high,31.2,29.6,15.7,13.1,27.5
218,high,low,medium,61.2,56.5,36.7,38.1,42.4
614,high,low,high,100.0,84.3,50.2,46.8,80.4
340,medium,low,low,60.8,69.2,49.5,47.9,45.1
318,low,medium,medium,33.2,46.3,31.9,29.1,29.0
364,low,medium,low,38.7,61.3,45.2,41.8,33.4
554,low,medium,high,61.5,56.8,33.9,28.2,51.7
195,high,medium,medium,48.4,54.1,35.0,36.7,35.2
133,medium,high,high,16.0,21.9,9.6,10.5,15.3
496,low,high,high,44.5,50.6,29.7,24.8,41.1
58,medium,medium,medium,17.0,28.8,19.2,21.0,13.1
590,low,low,medium,75.8,75.7,51.5,45.4,60.1
413,medium,medium,low,59.6,77.1,54.7,52.3,47.1
470,high,high,medium,71.4,83.8,54.8,53.2,56.6
282,low,low,high,38.8,27.5,14.3,11.9,30.6
709,high,high,low,100.0,100.0,82.0,77.5,79.6
329,low,medium,low,34.5,57.5,42.7,39.7,30.1
673,low,low,medium,85.8,84.7,57.5,50.4,68.1
316,high,high,high,52.9,52.1,28.8,29.0,41.8
90,medium,high,medium,10.8,32.2,21.5,22.9,11.1
288,medium,medium,medium,44.6,53.6,35.7,34.8,35.1
44,medium,high,high,5.3,12.3,3.2,5.1,6.7
383,high,medium,medium,71.0,74.4,48.6,48.0,53.3
569,medium,low,medium,88.3,84.0,56.0,51.6,67.1
656,low,low,high,83.7,67.8,41.2,34.4,66.5
205,high,medium,low,49.6,65.1,45.8,47.3,36.2
340,medium,medium,high,50.8,44.2,24.5,22.9,40.1
102,low,medium,medium,7.2,23.0,16.3,16.1,8.3
237,medium,medium,high,38.4,33.1,17.1,16.7,30.3
500,medium,low,low,80.0,86.5,61.0,57.5,60.5
303,high,high,high,51.4,50.7,27.8,28.2,40.6
185,medium,high,low,22.2,52.5,38.3,38.6,20.3
95,medium,medium,high,21.4,17.8,6.8,8.2,16.6
396,high,low,high,82.5,60.8,34.5,33.8,59.5
79,high,medium,high,34.5,26.5,11.7,14.7,24.1
441,low,low,low,57.9,69.6,50.8,46.5,45.8
269,high,low,low,67.3,72.1,50.4,51.1,47.3
556,medium,medium,low,76.7,92.5,65.0,60.9,60.9
470,high,medium,medium,81.4,83.8,54.8,53.2,61.6
622,high,high,medium,89.6,100.0,65.8,62.3,71.2
520,low,medium,low,57.4,78.2,56.4,51.2,48.4
212,high,medium,medium,50.4,55.9,36.3,37.7,36.9
62,low,low,low,12.4,28.7,23.5,23.7,9.5
129,high,high,low,30.5,56.9,40.3,42.7,23.9
537,low,medium,low,59.4,80.0,57.7,52.2,50.1
80,low,medium,low,4.6,30.6,24.8,24.8,6.2
365,high,medium,high,68.8,57.4,32.3,31.9,51.5
546,medium,medium,low,75.5,91.5,64.3,60.3,59.9
296,medium,low,medium,55.5,54.5,36.3,35.3,40.9
708,medium,high,high,85.0,84.0,51.0,45.0,70.5
49,medium,medium,high,15.9,12.8,3.5,5.4,12.2
560,medium,medium,low,77.2,93.0,65.3,61.1,61.3
616,medium,medium,medium,83.9,89.0,59.4,54.5,66.6
100,medium,medium,low,22.0,43.3,32.2,33.5,17.1
609,low,high,high,58.1,62.8,37.8,31.5,52.0
433,high,medium,high,77.0,64.8,37.2,36.0,58.1
408,low,medium,low,44.0,66.1,48.4,44.5,37.7
56,high,low,low,41.7,49.0,35.0,38.4,26.9
320,medium,low,low,58.4,67.1,48.0,46.7,43.2
